brand,category,cashback,upsized,upsize_ends_at_utc,category_rates,tracking_time,claim_time,url
Cotton On BODY,Fashion,10% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10%,2 days,65 days,https://www.shopback.com.au/cotton-on-body
Cotton On KIDS,Baby & Kids,10% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10%,2 days,65 days,https://www.shopback.com.au/cotton-on-kids
Country Road,Fashion,Up to 3% Cashback,,,New Customer: 3%; Existing Customer: 1.5%,2 days,90 days,https://www.shopback.com.au/country-road
Coursera,Digital & VPNs,2.8% Cashback,,,Standard Cashback: 2.8%,2 days,85 days,https://www.shopback.com.au/coursera
Cover-More Travel Insurance,Finance & Utilities,5% Cashback,,,Standard Cashback: 5%,2 days,75 days,https://www.shopback.com.au/cover-more-travel-insurance
Cozy Earth,Home & Garden,7% Cashback,,,Standard Cashback: 7%; Shipping Protection or Promo Code used: 0%,2 days,90 days,https://www.shopback.com.au/cozy-earth
CPX Surveys,Digital & VPNs,Up to $10,,,,1 day,35 days,https://www.shopback.com.au/cpx-survey
Crazy Sales,Marketplace,3% Cashback,,,,2 days,120 days,https://www.shopback.com.au/crazy-sales
Cremm,Fashion,4.2% Cashback,,,,2 days,105 days,https://www.shopback.com.au/cremm
Crocs,Fashion,14% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 14%,2 days,90 days,https://www.shopback.com.au/crocs-australia
Crop Shop Boutique,Fashion,Up to 5.6% Cashback,,,New Crop Shop Boutique Customer: 5.6%; Existing Crop Shop Boutique Customer: 2.8%,2 days,95 days,https://www.shopback.com.au/crop-shop-boutique
Crowne Plaza,Travel,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,120 days after your trip,https://www.shopback.com.au/crowne-plaza
Crunchyroll,Digital & VPNs,7% Cashback,,,,2 days,64 days,https://www.shopback.com.au/crunchyroll
Crypto.com,Finance & Utilities,Up to $42 Cashback,,,"Crypto Trading (Trading Volume greater than USD$5,000): $$42; Crypto Trading (Trading Volume greater than USD$1,000): $$21; Crypto Trading (Trading Volume greater than USD$500): $$15; Crypto Trading (Trading Volume greater than USD$100): $$9",2 days,65 days,https://www.shopback.com.au/crypto
Cue,Fashion,Up to 5.6% Cashback,yes,2026-07-20T13:59:59.999Z,New Customers: 5.6%; Existing Customers: 3.5%,2 days,90 days,https://www.shopback.com.au/cue
Cult Beauty,Beauty,Up to 3% Cashback,,,Existing Cult Beauty Customers: 3%; New Cult Beauty Customers: 3%; Advent Calendar: 2.8%; The Ordinary Products: 1.2%; Electronic Tools: 1.2%; Purchases made with Voucher Code: 1.2%,2 days,90 days,https://www.shopback.com.au/cult-beauty
Culture Kings,Fashion,Up to 3% Cashback,,,New Culture Kings Customers: 3%; Existing Culture Kings Customers: 1.2%,2 days,105 days,https://www.shopback.com.au/culturekings
CUPSHE,Fashion,10% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10%,2 days,65 days,https://www.shopback.com.au/cupshe
Curtain Wonderland,Home & Garden,5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/curtain-wonderland
CyberGhost VPN,Digital & VPNs,22% Cashback,,,Others: 22%; Monthly Subscription: 22%,2 days,90 days,https://www.shopback.com.au/cyberghost-vpn
Cygnett,Tech,4.8% Cashback,,,,2 days,95 days,https://www.shopback.com.au/cygnett
DAMAC Hotels and Resorts,Travel,6.3% Cashback,,,,2 days,100 days after your trip,https://www.shopback.com.au/damac-hotels-and-resorts
Dangerfield,Fashion,4.2% Cashback,,,Standard Cashback: 4.2%,2 days,95 days,https://www.shopback.com.au/dangerfield
Daniel Wellington,Fashion,4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/daniel-wellington
David Jones,Fashion,1.25% Cashback,,,Standard Cashback: 1.25%,7 days,105 days,https://www.shopback.com.au/david-jones
David Lawrence,Fashion,4% Cashback,,,,2 days,75 days,https://www.shopback.com.au/david-lawrence
DB Designer Brands,Beauty,Up to 5.4% Cashback,,,New Customer: 5.4%; Existing Customer: 2.4%,2 days,65 days,https://www.shopback.com.au/db-desginer-brands
DC Shoes,Fashion,Up to 4% Cashback,,,Standard Cashback: 4%; Voucher Used: 2.5%,2 days,90 days,https://www.shopback.com.au/dc-shoes
De&#x27;Longhi,Home & Garden,8% Cashback,,,Standard Cashback: 8%,2 days,90 days,https://www.shopback.com.au/delonghi
Deadly Ponies,Fashion,5% Cashback,,,Standard Cashback: 5%,2 days,35 days,https://www.shopback.com.au/deadly-ponies
DECJUBA,Fashion,Up to 5% Cashback,,,New DECJUBA  Customer: 5%; Existing DECJUBA Customer: 1%,2 days,125 days,https://www.shopback.com.au/decjuba
DecoRug,Home & Garden,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/decorug
Dell,Tech,Up to 3.5% Cashback,yes,,New Customer: 3.5%; Exisiting Customer: 2%,2 days,100 days,https://www.shopback.com.au/dell-australia
Depop,Fashion,Up to 8.4% Cashback,yes,2026-07-20T13:59:59.999Z,New Customers: 8.4%; Existing Customer: 5%; Sign up: $$2.50,2 days ,95 days,https://www.shopback.com.au/depop
Designer Appliances,Home & Garden,3.45% Cashback,yes,2026-07-21T13:59:59.000Z,Standard Cashback: 3.45%,2 days,95 days,https://www.shopback.com.au/designer-appliances
Designer Plants,Home & Garden,6% Cashback,,,Standard Cashback: 6%,2 days,90 days,https://www.shopback.com.au/designer-plants
Designer Vertical Gardens,Home & Garden,6% Cashback,,,Standard Cashback: 6%,2 days,90 days,https://www.shopback.com.au/designer-vertical-gardens
Designer Wardrobe,Fashion,2.4% Cashback,,,Standard Cashback: 2.4%,2 days,90 days,https://www.shopback.com.au/designer-wardrobe
DFB-Fanshop,Fashion,2.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/dfb-fanshop
Diesel,Fashion,4.2% Cashback,,,Standard Cashback: 4.2%,2 days,95 days,https://www.shopback.com.au/diesel
digiDirect,Tech,2% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 2%,2 days,150 days,https://www.shopback.com.au/digidirect
Dinnerly,Food Delivery,$9 Cashback,,,Standard Cashback: $$9,2 days,90 days,https://www.shopback.com.au/dinnerly
Direct Ferries,Travel,2.4% Cashback,,,Standard Cashback: 2.4%,2 days,135 days after your trip,https://www.shopback.com.au/direct-ferries
Discover Cars,Cars & Auto,Up to 4% Cashback,,,Car Hire Prepayment Value: 4%,2 days,120 days after your trip,https://www.shopback.com.au/discover-cars
Disney Store,Home & Garden,3% Cashback,,,,2 Days,65 Days,https://www.shopback.com.au/disneystore
Disney+,Digital & VPNs,Up to $30 Cashback,yes,2026-07-20T13:58:59.999Z,Annual Disney Premium Subscription: $$30; Annual Disney Standard Subscription: $$25; Monthly Disney Premium Subscription: $$3.20; Monthly Disney Standard Subscription: $$2.10,2 days,73 days,https://www.shopback.com.au/disney-plus
Divano,Home & Garden,4% Cashback,,,Standard Cashback: 4%,2 days,35 days,https://www.shopback.com.au/divano
DL Chic,Fashion,7% Cashback,,,,2 days,75 days,https://www.shopback.com.au/dl-chic
Dodo Power &amp; Gas (Compare),Finance & Utilities,Up to $160 Cashback,yes,2026-07-21T13:59:59.000Z,New Gas & Electricity Signups: $$160; New Electricity Signups: $$100; New Gas Signups: $$60,15 days,119 days,https://www.shopback.com.au/dodo-power-and-gas
Dog Friendly Co,Pets,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,90 days,https://www.shopback.com.au/dog-friendly-co
DOKODEMO,Marketplace,2% Cashback,,,,2 Days,65 Days,https://www.shopback.com.au/dokodemo
DoNotAge,Health & Beauty,7.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/do-not-age
DoorDash,Food Delivery,Up to $1.80 Cashback,,,New DoorDash Customer Cashback: $$1.80; Existing DoorDash Customer Cashback: $$0.14,2 days,60 days,https://www.shopback.com.au/doordash-australia
Dooxi,Digital & VPNs,5% Cashback,,,Standard Cashback: 5%,2 days,75 days,https://www.shopback.com.au/dooxi
Doughnut,Fashion,4.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/doughnut
Dozen Deals,Alcohol,4.8% Cashback,,,,2 days,90 days,https://www.shopback.com.au/dozen-deals
Dr Martens,Fashion,Up to 2.8% Cashback,,,Full Priced Items: 2.8%; Sale Items: 1.4%,2 days,105 days,https://www.shopback.com.au/dr-martens
Dr Techlove,Marketplace,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/dr-techlove
Dreame,Tech,3% Cashback,,,,2 days,80 days,https://www.shopback.com.au/dreame
Drink Hyro,Health & Beauty,8% Cashback,,,Standard Cashback: 8%,2 days,65 days,https://www.shopback.com.au/drink-hyro
Duca del Cosma,Fashion,Up to 6.3% Cashback,,,New Duca del Cosma Customers: 6.3%; Existing Duca del Cosma Customers: 5.6%,2 days,90 days,https://www.shopback.com.au/duca-del-cosma
Dusit International,Travel,Up to 4.2% Cashback,,,Standard Cashback: 4.2%; Packages and Coupons Bookings: 2.8%,2 days,100 days after your trip,https://www.shopback.com.au/dusit-international
Dusk,Home & Garden,3% Cashback,,,Standard Cashback: 3%,2 days,95 days,https://www.shopback.com.au/dusk
Dymocks Books,Books & Media,Up to 2% Cashback,,,New Customer: 2%; Existing Customer: 0.7%,2 days,90 days,https://www.shopback.com.au/dymocks-books
Dyson,Tech,7% Cashback,yes,2026-07-19T13:59:59.000Z,Standard Cashback: 7%,2 days,105 days,https://www.shopback.com.au/dyson
Dyson Beauty,Tech,Temporarily unavailable,,,,2 days,105 days,https://www.shopback.com.au/dyson-beauty
E.Tel,Digital & VPNs,Up to $21 Cashback,,,Mobile Plans: $$21; Travel eSIM_$90.01: $$14; Travel eSIM_$80.01: $$11.90; Travel eSIM_$70.01: $$10.50; Travel eSIM_$60.01: $$9.10; Travel eSIM_$50.01: $$7.70; Travel eSIM_$40.01: $$6.30; Travel eSIM_$30.01: $$4.90; Travel eSIM_$25.01: $$3.85; Travel eSIM_$20.01: $$3.15; Travel eSIM_$15.01: $$2.45; Travel eSIM_$10.01: $$1.75; Travel eSIM_$5.01: $$1.05; Travel eSIM_$5.00: $$0.70,2 days,95 days,https://www.shopback.com.au/etel
Early Settler,Home & Garden,0.5% Cashback,,,Standard Cashback: 0.5%,2 days,95 days,https://www.shopback.com.au/early-settler
East Coast Car Rentals,Cars & Auto,4% Cashback,,,Standard Cashback: 4%,2 days,120 days after your trip,https://www.shopback.com.au/east-coast-car-rentals
Easyflowers,Home & Garden,6% Cashback,,,Standard Cashback: 6%,2 days,90 days,https://www.shopback.com.au/easyflowers
eBay,Marketplace,Up to 2% Cashback,,,"Vehicle Parts & Accessories: 2%; Home & Garden: 0.8%; Clothing, Shoes & Accessories: 0.8%; US Motors: 0.8%; Home Appliances: 0.8%; Jewelry & Watches: 0.8%; Health & Beauty: 0.8%; eBay Motors: 0.8%; Entertainment Memorabilia: 0.6%; Gift Cards & Vouchers: 0.6%; Baby: 0.6%; Antiques: 0.6%; Crafts: 0.6%; Music: 0.6%; Collectibles: 0.6%; Pet Supplies: 0.6%; Lifestyle (Sports): 0.6%; Toys & Games: 0.6%; Musical Instruments: 0.6%; Tickets: 0.6%; Dolls & Bears: 0.6%; Books, Comics & Magazines: 0.6%; Media (DVDs & Movies): 0.6%; Alcohol & Food: 0.6%; Coins & Paper Money: 0.6%; Pottery, Ceramics & Glass: 0.6%; Art: 0.6%; Miscellaneous (Hobbies, Stamps, Sports & Leisure): 0.6%; Business & Industrial: 0.5%; Electronics: 0.4%; Cell Phones & Accessories: 0.4%; TV, Video & Audio: 0.4%; Cameras & Photo: 0.4%; Video Games & Consoles: 0.4%; Computer, Tablets, Networking: 0.3%; Real Estate: 0.2%",2 days,65 days,https://www.shopback.com.au/ebay-australia
ECCO,Fashion,8.4% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 8.4%,2 days,95 days,https://www.shopback.com.au/ecco
Eco Kids,Home & Garden,4% Cashback,,,Standard Cashback: 4%,2 days,125 days,https://www.shopback.com.au/eco-kids
Eco Modern Essentials,Beauty,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/eco-modern-essentials
Ecoriginals,Baby & Kids,6.5% Cashback,,,,2 days,75 days,https://www.shopback.com.au/ecoriginals
Ecosa,Home & Garden,1% Cashback,,,Standard cashback: 1%,2 days,150 days,https://www.shopback.com.au/ecosa
Ecovacs,Tech,2.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/ecovacs
Edible Beauty,Beauty,9.8% Cashback,,,,2 days,75 days,https://www.shopback.com.au/edible-beauty
Edible Blooms,Home & Garden,6.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/edible-blooms
Edisons,Home & Garden,2.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/edisons
EDX,Digital & VPNs,6% Cashback,,,,2 days,75 days,https://www.shopback.com.au/edx
Eiderdown Australia,Home & Garden,2.5% Cashback,,,Standard Casback: 2.5%,2 days,35 days,https://www.shopback.com.au/eiderdown-australia
El Cid Resorts,Travel,2.4% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/el-cid-resorts
ELEGOO,Home & Garden,5% Cashback,,,,2 Days,60 Days,https://www.shopback.com.au/elegoo
Element14,Tech,3.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/element14
Elite Supps,Health & Beauty,Up to 7% Cashback,,,New Elite Supps Customers: 7%; Existing Elite Supps Customers: 2.1%,2 days,60 days,https://www.shopback.com.au/elite-supps
Elka Collective,Fashion,Temporarily unavailable,,,,2 days,120 days,https://www.shopback.com.au/elka-collective
Ella Baché,Beauty,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/ella-bache
Elvi,Fashion,4.2% Cashback,,,,2 days,75 days,https://www.shopback.com.au/elvi
Emamaco,Fashion,4.55% Cashback,,,,2 days,75 days,https://www.shopback.com.au/emamaco
Emirates,Travel,1% Cashback,,,Standard Cashback: 1%,5 days,120 days after your trip,https://www.shopback.com.au/emirates
Emma,Home & Garden,13% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 13%,2 days,120 days,https://www.shopback.com.au/emma-sleep
Emmiol,Fashion,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/emmiol
EMU Australia,Fashion,Up to 3% Cashback,,,Full Price Items: 3%; Sale Items: 1.75%,2 days,120 days,https://www.shopback.com.au/emu-australia
END. Clothing,Fashion,Up to 2% Cashback,,,Standard Cashback: 2%; Cashback for order with item discount > AUD0.19: 1.5%; Cashback for order with Promo Code: 0.5%,2 days,125 days,https://www.shopback.com.au/end-clothing
endota spa,Beauty,Up to 4.2% Cashback,,,Standard Cashback: 4.2%; Spa Bookings: 3%; Gift Cards: 2.6%,2 days,125 days,https://www.shopback.com.au/endota-spa
EnergyAustralia (Compare),Finance & Utilities,Up to $160 Cashback,yes,2026-07-21T13:59:59.000Z,New Gas & Electricity Signups: $$160; New Electricity Signups: $$100; New Gas Signups: $$60,15 days,120 days,https://www.shopback.com.au/energyaustralia
ENGIE,Finance & Utilities,Up to $160 Cashback,yes,2026-07-21T13:59:59.000Z,New Gas & Electricity Signups: $$160; New Electricity Signups: $$100; New Gas Signups: $$60,15 days,120 days,https://www.shopback.com.au/engie
England Rugby Store,Fashion,1.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/england-rugby-store
England Store Official Merchandise,Fashion,2.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/england-store
ENNI,Fashion,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/enni
Ensana hotels,Travel,3% Cashback,,,,2 days,90 days after your trip,https://www.shopback.com.au/ensana-hotels
Equalution,Fitness & Sports,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/equalution
Ergobaby,Baby & Kids,2.5% Cashback,,,,5 days,75 days,https://www.shopback.com.au/ergobaby
Ergoflex,Home & Garden,2.25% Cashback,,,,2 days,90 days,https://www.shopback.com.au/ergoflex
ergoPouch,Baby & Kids,3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/ergopouch
ESET,Home & Garden,11.5% Cashback,,,,2 days,80 days,https://www.shopback.com.au/eset
Esmio,Beauty,Up to 5.6% Cashback,,,New Customer: 5.6%; Existing Customer: 2.8%,2 days,90 days,https://www.shopback.com.au/esmio
ESPA,Other,Up to 7% Cashback,,,New Customers: 7%; Existing Customers: 3.5%; Use of Voucher Codes: 1.4%,2 days,90 days,https://www.shopback.com.au/espa-skincare
ESR,Home & Garden,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/esrgear
Essteele,Home & Garden,4.9% Cashback,,,,2 days,90 days,https://www.shopback.com.au/essteele
Estee Lauder,Beauty,12% Cashback,yes,2026-07-19T13:59:59.000Z,Standard Cashback: 12%,6 days,90 days,https://www.shopback.com.au/estee-lauder
Esther Formula,Health & Beauty,16% Cashback,,,,2 days,90 days,https://www.shopback.com.au/esther-formula
Etihad Airways,Travel,0.25% Cashback,,,Standard Cashback: 0.25%,2 days,120 days after your trip,https://www.shopback.com.au/etihad-airways
eToro,Finance & Utilities,$92 Cashback,yes,2026-07-23T13:59:59.000Z,Sign up and invest $100 on your first transaction: $$92,2 days,120 days,https://www.shopback.com.au/etoro
ETravelSim,Digital & VPNs,10% Cashback,,,Standard Cashback: 10%,2 days,90 days,https://www.shopback.com.au/etravelsim
Etsy,Marketplace,1.2% Cashback,,,Standard Cashback: 1.2%,2 days,60 days,https://www.shopback.com.au/etsy
Ettitude,Home & Garden,7% Cashback,,,,2 days,100 days,https://www.shopback.com.au/ettitude
Europcar,Travel,10.5% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 10.5%,2 days,160 days after your trip,https://www.shopback.com.au/europcar
Eva,Home & Garden,Up to 6% Cashback,yes,2026-07-20T13:59:59.999Z,Mattresses: 6%; Everyday Sofa: 3%,2 days,150 days,https://www.shopback.com.au/eva
EVEN Hotels,Travel,2.1% Cashback,,,,2 days,120 days after your trip,https://www.shopback.com.au/even-hotels
Event Tickets Center,Activities,2.1% Cashback,,,,2 days,90 days,https://www.shopback.com.au/event-tickets-center
Everform,Health & Beauty,5% Cashback,,,Standard Cashback: 5%,2 days,65 days,https://www.shopback.com.au/everform
Everlast,Health & Beauty,2.8% Cashback,,,Standard Cashback: 2.8%,7 days,75 days,https://www.shopback.com.au/everlast
Everton Direct,Other,1.8% Cashback,,,,2 days,75 days,https://www.shopback.com.au/everton-direct
Everyday Market,Marketplace,Up to 15% Cashback,yes,2026-07-20T13:59:59.000Z,Everyday Market Purchases: 15%; Nintendo Purchases: 10%; Playstation Purchases: 10%; Woolworths Purchases: 0%,2 days,95 days,https://www.shopback.com.au/everyday-market
Everyday Mobile,Digital & VPNs,Up to $24 Cashback,,,SIM Only Plan: $$24; All Other Pre-paid Long Expiry: $$12; Pre-paid $35 plan: $$6; Pre-paid $30 plan: $$5,2 days,90 days,https://www.shopback.com.au/everyday-mobile
EveryPlate,Food Delivery,Up to 70% Cashback,yes,2026-07-19T13:58:59.000Z,New EveryPlate Customer: 70%; Reactivated EveryPlate Customer: 10%,2 days,75 days,https://www.shopback.com.au/everyplate
Everything New Zealand,Travel,10% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 10%,2 days,90 days after your trip,https://www.shopback.com.au/everything-new-zealand
Evolve Skateboards,Activities,Up to 7% Cashback,yes,2026-07-20T13:59:59.999Z,New Evolve Skateboard customers | Boards Only: 7%; Existing Evolve Skateboard customers | Boards Only: 3.5%,2 days,90 days,https://www.shopback.com.au/evolve-skateboards
EVT Stays,Travel,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,120 days after your trip,https://www.shopback.com.au/ode-hotels
Exetel,Digital & VPNs,Temporarily unavailable,,,,2 days,130 days,https://www.shopback.com.au/exetel-australia
Expedia,Travel,Up to 6% Cashback,,,Car Hire: 6%; Hotels: 6%; Activities: 6%; SHOPBACK9 Coupon Code Usage: 1%; Packages: 1%; Flights: 0.5%,14 days,65 days after your trip,https://www.shopback.com.au/expedia-australia
Experience Oz,Activities,Up to 10% Cashback,yes,2026-07-20T13:59:59.000Z,Purchase Over $299: 10%; Purchase Under $299: 5%,2 days,90 days,https://www.shopback.com.au/experience-oz
ExpressVPN,Digital & VPNs,25% Cashback,,,Standard Cashback: 25%,2 days,105 days,https://www.shopback.com.au/expressvpn
Eyewear Index,Fashion,Up to 3.6% Cashback,,,Full Price Items: 3.6%; Sale Items: 2.5%,2 days,95 days,https://www.shopback.com.au/eyewear-index
F1 Store,Fashion,1% Cashback,,,,2 days,75 days,https://www.shopback.com.au/f1-store
Fabrique,Fashion,10.5% Cashback,yes,2026-07-21T06:59:59.000Z,Standard Cashback: 10.5%,2 days,35 days,https://www.shopback.com.au/fabrique
Facial Co,Beauty,Up to 4% Cashback,,,New Facial Co Customers: 4%; Existing Facial Co Customers: 3.5%; Technology: 1%,2 days,75 days,https://www.shopback.com.au/facial-co
Factorie,Fashion,4.25% Cashback,,,Standard Cashback: 4.25%; Gift Cards: 0%,2 days,80 days,https://www.shopback.com.au/factorie
Faithfull,Fashion,4.3% Cashback,,,Standard Cashback: 4.3%,2 days,95 days,https://www.shopback.com.au/faithfull
Famous Nutrition,Fitness & Sports,Up to 10.5% Cashback,,,New Customer: 10.5%; Existing Customer: 3.5%,2 days,90 days,https://www.shopback.com.au/famous-nutrition
Fanatics,Fashion,1.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/fanatics
fansidea,Fashion,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/fansideas
Fantastic Furniture,Home & Garden,1% Cashback,,,Standard Cashback: 1%,2 days,90 days,https://www.shopback.com.au/fantasticfurniture
Farfetch,Fashion,1.3% Cashback,,,Standard Cashback: 1.3%,2 days,125 days,https://www.shopback.com.au/farfetch
Fast Cover Travel Insurance,Finance & Utilities,6% Cashback,,,Standard Cashback: 6%,2 days,100 days,https://www.shopback.com.au/fast-cover
felix mobile,Digital & VPNs,$3.50 Cashback,,,Unlimited: $$3.50; 25 GB plan: $$3.50; 50 GB plan: $$3.50,2 days,120 days,https://www.shopback.com.au/felix-mobile
Femme Connection,Fashion,4% Cashback,,,,2 days,80 days,https://www.shopback.com.au/femme-connection
Fenty Beauty,Fashion,2.4% Cashback,,,Standard Cashback: 2.4%,2 days,90 days,https://www.shopback.com.au/fenty-beauty
Ferryhopper,Travel,1.5% Cashback,,,Standard Cashback: 1.5%,2 days,120 days after your trip,https://www.shopback.com.au/ferryhopper
Fever,Travel,3% Cashback,,,standard cashback: 3%,2 days,90 days after your trip,https://www.shopback.com.au/fever
FGMO,Health & Beauty,Up to 4% Cashback,,,With Any Coupon Used: 4%; Without Any Coupon Used: 2%,2 days,90 days,https://www.shopback.com.au/fgmo
Fig &amp; Bloom,Home & Garden,Temporarily unavailable,,,,2 days,90 days,https://www.shopback.com.au/fig-n-bloom
Fiitg,Fashion,4.2% Cashback,,,,2 days,90 days,https://www.shopback.com.au/fiitg
Fila,Fashion,3.25% Cashback,,,Standard Cashback: 3.25%,2 days,90 days,https://www.shopback.com.au/fila
Finspo – Mortgage Broker,Finance & Utilities,$500 Cashback,,,New Finspo Customer: $$500,2 days,90 days,https://www.shopback.com.au/finspo
Firstbase,Digital & VPNs,6% Cashback,,,Firstbase Subscription: 6%,2 days,90 days,https://www.shopback.com.au/firstbase
Firsty Mobile,Digital & VPNs,Up to 6.3% Cashback,,,Daily Plan Cashback: 6.3%; First Class Subscription Cashback: $$3; Comfort+ Subscription Cashback: $$2; Economy Subscription Cashback: $$1,2 days,150 days ,https://www.shopback.com.au/firstymobile
FitVille,Other,7% Cashback,,,,2 days,90 days,https://www.shopback.com.au/fitville
Fiverr,Digital & VPNs,$4.50 Cashback,,,New Fiverr customers only: $$4.50; Fiverr Sign Ups: $$0,2 days,75 days,https://www.shopback.com.au/fiverr
Flashforge,Tech,Up to 2.5% Cashback,,,Deposit Cashback: $$7.20; Standrad Cashback: 2.5%,2 days,65 days,https://www.shopback.com.au/flashforge
Fleur Collective,Fashion,5% Cashback,,,Standard Cashback: 5%,2 days,90 days,https://www.shopback.com.au/fleur-collective
Flight Centre,Travel,Up to 12% Cashback,yes,2026-07-19T13:59:59.000Z,"Stays Packages (DIY Holidays) to New Zealand: 12%; Tours: 9%; Cruise: 9%; Car Hire: 9%; Stays, Packages (DIY Holidays) to all other destinations: 7%; Gift Cards: 4%; Flights to NZ (CHC,ZQN,WLG,AKL): 3%; Flights to Bali, Tokyo, Singapore, Hanoi & Seoul: 3%; All Other Flights: 1.4%",7 days,90 days after your trip,https://www.shopback.com.au/flight-centre
Flight Centre Travel Insurance,Finance & Utilities,Temporarily unavailable,,,,2 days,150 days,https://www.shopback.com.au/flight-centre-insurance
Flo &amp; Frankie,Fashion,4% Cashback,,,Standard Cashback: 4%,2 days,35 days,https://www.shopback.com.au/flo-frankie
Flora and Fauna,Home & Garden,3% Cashback,,,Standard Cashback: 3%,2 days,90 days,https://www.shopback.com.au/flora-and-fauna
Floraly,Home & Garden,3.5% Cashback,,,,2 days,90 days,https://www.shopback.com.au/floraly
Florsheim,Fashion,4.9% Cashback,,,Standard Cashback: 4.9%,2 days,80 days,https://www.shopback.com.au/florsheim
Flowers for Everyone,Marketplace,4.8% Cashback,,,Standard Cashback: 4.8%,2 days,90 days,https://www.shopback.com.au/flowers-for-everyone
Fly Fairly,Travel,2.5% Cashback,,,Standard Cashback: 2.5%,2 days,90 days after your trip,https://www.shopback.com.au/flyfairly
Foot Locker,Fashion,3% Cashback,,,Standard Cashback: 3%,2 days,125 days,https://www.shopback.com.au/footlocker
Forcast,Fashion,6% Cashback,,,,2 days,105 days,https://www.shopback.com.au/forcast
Foreo,Beauty,10.5% Cashback,yes,2026-07-19T12:59:59.999Z,Standard Cashback: 10.5%,2 days,95 days,https://www.shopback.com.au/foreo
Forest Super Foods,Health & Beauty,9.8% Cashback,yes,2026-07-20T13:59:59.000Z,Standard Cashback: 9.8%,2 days,90 days,https://www.shopback.com.au/forest-super-foods
Forever New,Fashion,7% Cashback,yes,2026-07-20T13:59:59.999Z,Standard Cashback: 7%,2 days,80 days,https://www.shopback.com.au/forever-new
Fortunate One,Fashion,4% Cashback,,,,2 days,105 days,https://www.shopback.com.au/fortunate-one
Foxtel,Tech,Up to $97.50 Cashback,,,Foxtel Residential Bundle Purchase: $$97.50; Foxtel Now 10 Day Trial Sign Up + 1st Month: $$9.75,2 days,75 days,https://www.shopback.com.au/foxtel
Fragrance Net,Beauty,0.06% Cashback,,,Standard Cashback: 0.06%,2 days,95 days,https://www.shopback.com.au/fragrance-net
Frank and Beans,Fashion,6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/frank-and-beans
frank body,Beauty,Up to 5% Cashback,,,New Frank Body customers: 5%; Existing Frank Body customers: 1%,2 days,90 days,https://www.shopback.com.au/frank-body
Frank Darling,Fashion,2.4% Cashback,,,,2 days,90 days,https://www.shopback.com.au/frank-darling
Frank via Compare Club,Finance & Utilities,Up to $65 Cashback,,,Family ( Opt in for Hospitals and Extras ): $$65; Couple ( Opt in for Hospitals and Extras ): $$65; All Others: $$48.75; Family: $$48.75; Couple: $$48.75; Single ( Opt in for Hospitals and Extras ): $$48.75; Single Parent ( Opt in for Hospitals and Extras ): $$48.75; Single: $$32.50; Single Parent: $$32.50,2 days,120 days,https://www.shopback.com.au/frank-health-insurance
FRANKBROS,Home & Garden,3.6% Cashback,,,,2 days,90 days,https://www.shopback.com.au/frankbros
Freddy,Fashion,3% Cashback,,,,2 days,90 days,https://www.shopback.com.au/freddy
Free People,Fashion,1% Cashback,,,,2 days,105 days,https://www.shopback.com.au/freepeople
Freedom,Home & Garden,Up to 3.5% Cashback,,,Spend more than $650: 3.5%; Others: 2.45%; Sale Items: 2.1%; Online Only Products: 1.75%,2 days,75 days,https://www.shopback.com.au/freedom
